Area,Item,temp (C),rain (mm),yield (t/ha),Year,pesticides_tonnes
Dominican Republic,Maize,27.05,1410.0,1.296,2002,4018.07
Dominican Republic,Plantains and others,27.08,1410.0,7.8695,2002,4018.07
Dominican Republic,Plantains and others,27.05,1410.0,7.8695,2002,4018.07
Dominican Republic,Potatoes,27.08,1410.0,16.637,2002,4018.07
Dominican Republic,Potatoes,27.05,1410.0,16.637,2002,4018.07
Dominican Republic,"Rice, paddy",27.08,1410.0,4.8593,2002,4018.07
Dominican Republic,"Rice, paddy",27.05,1410.0,4.8593,2002,4018.07
Dominican Republic,Sorghum,27.08,1410.0,1.938,2002,4018.07
Dominican Republic,Sorghum,27.05,1410.0,1.938,2002,4018.07
Dominican Republic,Sweet potatoes,27.08,1410.0,6.0518,2002,4018.07
Dominican Republic,Sweet potatoes,27.05,1410.0,6.0518,2002,4018.07
Dominican Republic,Yams,27.08,1410.0,6.74,2002,4018.07
Dominican Republic,Yams,27.05,1410.0,6.74,2002,4018.07
Dominican Republic,Cassava,26.83,1410.0,6.5505,2004,3713.96
Dominican Republic,Cassava,26.71,1410.0,6.5505,2004,3713.96
Dominican Republic,Maize,26.83,1410.0,1.4924,2004,3713.96
Dominican Republic,Maize,26.71,1410.0,1.4924,2004,3713.96
Dominican Republic,Plantains and others,26.83,1410.0,8.5924,2004,3713.96
Dominican Republic,Plantains and others,26.71,1410.0,8.5924,2004,3713.96
Dominican Republic,Potatoes,26.83,1410.0,17.96,2004,3713.96
Dominican Republic,Potatoes,26.71,1410.0,17.96,2004,3713.96
Dominican Republic,"Rice, paddy",26.83,1410.0,4.3044,2004,3713.96
Dominican Republic,"Rice, paddy",26.71,1410.0,4.3044,2004,3713.96
Dominican Republic,Sorghum,26.83,1410.0,1.9686,2004,3713.96
Dominican Republic,Sorghum,26.71,1410.0,1.9686,2004,3713.96
Dominican Republic,Sweet potatoes,26.83,1410.0,6.4152,2004,3713.96
Dominican Republic,Sweet potatoes,26.71,1410.0,6.4152,2004,3713.96
Dominican Republic,Yams,26.83,1410.0,6.4577,2004,3713.96
Dominican Republic,Yams,26.71,1410.0,6.4577,2004,3713.96
Dominican Republic,Cassava,27.03,1410.0,6.6559,2005,3515.56
Dominican Republic,Cassava,26.9,1410.0,6.6559,2005,3515.56
Dominican Republic,Maize,27.03,1410.0,1.4206,2005,3515.56
Dominican Republic,Maize,26.9,1410.0,1.4206,2005,3515.56
Dominican Republic,Plantains and others,27.03,1410.0,10.4137,2005,3515.56
Dominican Republic,Plantains and others,26.9,1410.0,10.4137,2005,3515.56
Dominican Republic,Potatoes,27.03,1410.0,22.0766,2005,3515.56
Dominican Republic,Potatoes,26.9,1410.0,22.0766,2005,3515.56
Dominican Republic,"Rice, paddy",27.03,1410.0,4.2047,2005,3515.56
Dominican Republic,"Rice, paddy",26.9,1410.0,4.2047,2005,3515.56
Dominican Republic,Sorghum,27.03,1410.0,2.0534,2005,3515.56
Dominican Republic,Sorghum,26.9,1410.0,2.0534,2005,3515.56
Dominican Republic,Sweet potatoes,27.03,1410.0,6.2339,2005,3515.56
Dominican Republic,Sweet potatoes,26.9,1410.0,6.2339,2005,3515.56
Dominican Republic,Yams,27.03,1410.0,5.6337,2005,3515.56
Dominican Republic,Yams,26.9,1410.0,5.6337,2005,3515.56
Dominican Republic,Cassava,27.01,1410.0,7.2182,2006,4116.45
Dominican Republic,Cassava,27.08,1410.0,7.2182,2006,4116.45
Dominican Republic,Maize,27.01,1410.0,1.39,2006,4116.45
Dominican Republic,Maize,27.08,1410.0,1.39,2006,4116.45
Dominican Republic,Plantains and others,27.01,1410.0,12.1998,2006,4116.45
Dominican Republic,Plantains and others,27.08,1410.0,12.1998,2006,4116.45
Dominican Republic,Potatoes,27.01,1410.0,22.2125,2006,4116.45
Dominican Republic,Potatoes,27.08,1410.0,22.2125,2006,4116.45
Dominican Republic,"Rice, paddy",27.01,1410.0,4.6865,2006,4116.45
Dominican Republic,"Rice, paddy",27.08,1410.0,4.6865,2006,4116.45
Dominican Republic,Sorghum,27.01,1410.0,2.0497,2006,4116.45
Dominican Republic,Sorghum,27.08,1410.0,2.0497,2006,4116.45
Dominican Republic,Sweet potatoes,27.01,1410.0,7.0151,2006,4116.45
Dominican Republic,Sweet potatoes,27.08,1410.0,7.0151,2006,4116.45
Dominican Republic,Yams,27.01,1410.0,6.3984,2006,4116.45
Dominican Republic,Yams,27.08,1410.0,6.3984,2006,4116.45
Dominican Republic,Cassava,27.08,1410.0,7.5588,2007,5689.8
Dominican Republic,Cassava,27.12,1410.0,7.5588,2007,5689.8
Dominican Republic,Maize,27.08,1410.0,1.335,2007,5689.8
Dominican Republic,Maize,27.12,1410.0,1.335,2007,5689.8
Dominican Republic,Plantains and others,27.08,1410.0,10.7774,2007,5689.8
Dominican Republic,Plantains and others,27.12,1410.0,10.7774,2007,5689.8
Dominican Republic,Potatoes,27.08,1410.0,21.6325,2007,5689.8
Dominican Republic,Potatoes,27.12,1410.0,21.6325,2007,5689.8
Dominican Republic,"Rice, paddy",27.08,1410.0,4.8112,2007,5689.8
Dominican Republic,"Rice, paddy",27.12,1410.0,4.8112,2007,5689.8
Dominican Republic,Sorghum,27.08,1410.0,1.7929,2007,5689.8
Dominican Republic,Sorghum,27.12,1410.0,1.7929,2007,5689.8
Dominican Republic,Sweet potatoes,27.08,1410.0,7.5696,2007,5689.8
Dominican Republic,Sweet potatoes,27.12,1410.0,7.5696,2007,5689.8
Dominican Republic,Yams,27.08,1410.0,6.4848,2007,5689.8
Dominican Republic,Yams,27.12,1410.0,6.4848,2007,5689.8
Dominican Republic,Cassava,26.76,1410.0,7.5141,2008,5409.43
Dominican Republic,Cassava,26.56,1410.0,7.5141,2008,5409.43
Dominican Republic,Maize,26.76,1410.0,1.4532,2008,5409.43
Dominican Republic,Maize,26.56,1410.0,1.4532,2008,5409.43
Dominican Republic,Plantains and others,26.76,1410.0,9.4967,2008,5409.43
Dominican Republic,Plantains and others,26.56,1410.0,9.4967,2008,5409.43
Dominican Republic,Potatoes,26.76,1410.0,20.5454,2008,5409.43
Dominican Republic,Potatoes,26.56,1410.0,20.5454,2008,5409.43
Dominican Republic,"Rice, paddy",26.76,1410.0,4.8268,2008,5409.43
Dominican Republic,"Rice, paddy",26.56,1410.0,4.8268,2008,5409.43
Dominican Republic,Sorghum,26.76,1410.0,2.1736,2008,5409.43
Dominican Republic,Sorghum,26.56,1410.0,2.1736,2008,5409.43
Dominican Republic,Sweet potatoes,26.76,1410.0,7.1031,2008,5409.43
Dominican Republic,Sweet potatoes,26.56,1410.0,7.1031,2008,5409.43
Dominican Republic,Yams,26.76,1410.0,6.9428,2008,5409.43
Dominican Republic,Yams,26.56,1410.0,6.9428,2008,5409.43
Dominican Republic,Cassava,26.91,1410.0,7.7183,2009,5975.25
Dominican Republic,Cassava,26.88,1410.0,7.7183,2009,5975.25
Dominican Republic,Maize,26.91,1410.0,1.4645,2009,5975.25
Dominican Republic,Maize,26.88,1410.0,1.4645,2009,5975.25
Dominican Republic,Plantains and others,26.91,1410.0,12.3255,2009,5975.25
Dominican Republic,Plantains and others,26.88,1410.0,12.3255,2009,5975.25
Dominican Republic,Potatoes,26.91,1410.0,21.9707,2009,5975.25
Dominican Republic,Potatoes,26.88,1410.0,21.9707,2009,5975.25
Dominican Republic,"Rice, paddy",26.91,1410.0,4.2862,2009,5975.25
Dominican Republic,"Rice, paddy",26.88,1410.0,4.2862,2009,5975.25
Dominican Republic,Sorghum,26.91,1410.0,1.9343,2009,5975.25
Dominican Republic,Sorghum,26.88,1410.0,1.9343,2009,5975.25
Dominican Republic,Sweet potatoes,26.91,1410.0,7.7468,2009,5975.25
Dominican Republic,Sweet potatoes,26.88,1410.0,7.7468,2009,5975.25
Dominican Republic,Yams,26.91,1410.0,7.0171,2009,5975.25
Dominican Republic,Yams,26.88,1410.0,7.0171,2009,5975.25
Dominican Republic,Cassava,26.93,1410.0,8.4606,2010,6316.61
Dominican Republic,Cassava,27.01,1410.0,8.4606,2010,6316.61
Dominican Republic,Maize,26.93,1410.0,1.6818,2010,6316.61
Dominican Republic,Maize,27.01,1410.0,1.6818,2010,6316.61
Dominican Republic,Plantains and others,26.93,1410.0,10.977,2010,6316.61
Dominican Republic,Plantains and others,27.01,1410.0,10.977,2010,6316.61
Dominican Republic,Potatoes,26.93,1410.0,23.7316,2010,6316.61
Dominican Republic,Potatoes,27.01,1410.0,23.7316,2010,6316.61
Dominican Republic,"Rice, paddy",26.93,1410.0,4.7651,2010,6316.61
Dominican Republic,"Rice, paddy",27.01,1410.0,4.7651,2010,6316.61
Dominican Republic,Sorghum,26.93,1410.0,2.1139,2010,6316.61
Dominican Republic,Sorghum,27.01,1410.0,2.1139,2010,6316.61
Dominican Republic,Sweet potatoes,26.93,1410.0,8.1343,2010,6316.61
Dominican Republic,Sweet potatoes,27.01,1410.0,8.1343,2010,6316.61
Dominican Republic,Yams,26.93,1410.0,6.9331,2010,6316.61
Dominican Republic,Yams,27.01,1410.0,6.9331,2010,6316.61
Dominican Republic,Cassava,26.79,1410.0,7.8686,2011,6316.61
Dominican Republic,Cassava,26.66,1410.0,7.8686,2011,6316.61
Dominican Republic,Maize,26.79,1410.0,1.6229,2011,6316.61
Dominican Republic,Maize,26.66,1410.0,1.6229,2011,6316.61
Dominican Republic,Plantains and others,26.79,1410.0,17.343,2011,6316.61
Dominican Republic,Plantains and others,26.66,1410.0,17.343,2011,6316.61
Dominican Republic,Potatoes,26.79,1410.0,23.6186,2011,6316.61
Dominican Republic,Potatoes,26.66,1410.0,23.6186,2011,6316.61
Dominican Republic,"Rice, paddy",26.79,1410.0,5.0057,2011,6316.61
Dominican Republic,"Rice, paddy",26.66,1410.0,5.0057,2011,6316.61
Dominican Republic,Sorghum,26.79,1410.0,1.4666,2011,6316.61
Dominican Republic,Sorghum,26.66,1410.0,1.4666,2011,6316.61
Dominican Republic,Sweet potatoes,26.79,1410.0,8.0907,2011,6316.61
Dominican Republic,Sweet potatoes,26.66,1410.0,8.0907,2011,6316.61
Dominican Republic,Yams,26.79,1410.0,6.7133,2011,6316.61
Dominican Republic,Yams,26.66,1410.0,6.7133,2011,6316.61
Dominican Republic,Cassava,26.87,1410.0,7.5083,2012,6316.61
Dominican Republic,Cassava,26.84,1410.0,7.5083,2012,6316.61
Dominican Republic,Maize,26.87,1410.0,1.5675,2012,6316.61
Dominican Republic,Maize,26.84,1410.0,1.5675,2012,6316.61
Dominican Republic,Plantains and others,26.87,1410.0,18.3778,2012,6316.61
Dominican Republic,Plantains and others,26.84,1410.0,18.3778,2012,6316.61
Dominican Republic,Potatoes,26.87,1410.0,24.2634,2012,6316.61
Dominican Republic,Potatoes,26.84,1410.0,24.2634,2012,6316.61
Dominican Republic,"Rice, paddy",26.87,1410.0,4.1266,2012,6316.61
Dominican Republic,"Rice, paddy",26.84,1410.0,4.1266,2012,6316.61
Dominican Republic,Sorghum,26.87,1410.0,1.4585,2012,6316.61
Dominican Republic,Sorghum,26.84,1410.0,1.4585,2012,6316.61
Dominican Republic,Sweet potatoes,26.87,1410.0,8.1007,2012,6316.61
Dominican Republic,Sweet potatoes,26.84,1410.0,8.1007,2012,6316.61
Dominican Republic,Yams,26.87,1410.0,6.6228,2012,6316.61
Dominican Republic,Yams,26.84,1410.0,6.6228,2012,6316.61
Dominican Republic,Cassava,26.51,1410.0,7.4585,2013,6316.61
Dominican Republic,Cassava,26.88,1410.0,7.4585,2013,6316.61
Dominican Republic,Maize,26.51,1410.0,1.5764,2013,6316.61
Dominican Republic,Maize,26.88,1410.0,1.5764,2013,6316.61
Dominican Republic,Plantains and others,26.51,1410.0,19.9939,2013,6316.61
Dominican Republic,Plantains and others,26.88,1410.0,19.9939,2013,6316.61
Dominican Republic,Potatoes,26.51,1410.0,25.6603,2013,6316.61
Dominican Republic,Potatoes,26.88,1410.0,25.6603,2013,6316.61
Dominican Republic,"Rice, paddy",26.51,1410.0,4.5123,2013,6316.61
Dominican Republic,"Rice, paddy",26.88,1410.0,4.5123,2013,6316.61
Dominican Republic,Sorghum,26.51,1410.0,1.5303,2013,6316.61
Dominican Republic,Sorghum,26.88,1410.0,1.5303,2013,6316.61
Dominican Republic,Sweet potatoes,26.51,1410.0,7.9812,2013,6316.61
Dominican Republic,Sweet potatoes,26.88,1410.0,7.9812,2013,6316.61
Dominican Republic,Yams,26.51,1410.0,6.3432,2013,6316.61
Dominican Republic,Yams,26.88,1410.0,6.3432,2013,6316.61
Ecuador,Cassava,21.82,2274.0,5.4593,1990,2537.0
Ecuador,Cassava,17.6,2274.0,5.4593,1990,2537.0
Ecuador,Cassava,22.12,2274.0,5.4593,1990,2537.0
Ecuador,Maize,21.82,2274.0,1.0602,1990,2537.0
Ecuador,Maize,17.6,2274.0,1.0602,1990,2537.0
Ecuador,Maize,22.12,2274.0,1.0602,1990,2537.0
Ecuador,Plantains and others,21.82,2274.0,11.8358,1990,2537.0
Ecuador,Plantains and others,17.6,2274.0,11.8358,1990,2537.0
Ecuador,Plantains and others,22.12,2274.0,11.8358,1990,2537.0
Ecuador,Potatoes,21.82,2274.0,7.1727,1990,2537.0
Ecuador,Potatoes,17.6,2274.0,7.1727,1990,2537.0
Ecuador,Potatoes,22.12,2274.0,7.1727,1990,2537.0
Ecuador,"Rice, paddy",21.82,2274.0,3.1218,1990,2537.0
Ecuador,"Rice, paddy",17.6,2274.0,3.1218,1990,2537.0
Ecuador,"Rice, paddy",22.12,2274.0,3.1218,1990,2537.0
Ecuador,Sorghum,21.82,2274.0,2.8273,1990,2537.0
Ecuador,Sorghum,17.6,2274.0,2.8273,1990,2537.0
Ecuador,Sorghum,22.12,2274.0,2.8273,1990,2537.0
Ecuador,Soybeans,21.82,2274.0,1.9873,1990,2537.0
Ecuador,Soybeans,17.6,2274.0,1.9873,1990,2537.0
Ecuador,Soybeans,22.12,2274.0,1.9873,1990,2537.0
Ecuador,Sweet potatoes,21.82,2274.0,5.952,1990,2537.0
Ecuador,Sweet potatoes,17.6,2274.0,5.952,1990,2537.0
Ecuador,Sweet potatoes,22.12,2274.0,5.952,1990,2537.0
Ecuador,Wheat,21.82,2274.0,0.7967,1990,2537.0
Ecuador,Wheat,17.6,2274.0,0.7967,1990,2537.0
Ecuador,Wheat,22.12,2274.0,0.7967,1990,2537.0
Ecuador,Cassava,21.91,2274.0,4.7217,1991,2377.0
Ecuador,Cassava,17.59,2274.0,4.7217,1991,2377.0
Ecuador,Cassava,22.18,2274.0,4.7217,1991,2377.0
Ecuador,Maize,21.91,2274.0,1.3821,1991,2377.0
Ecuador,Maize,17.59,2274.0,1.3821,1991,2377.0
Ecuador,Maize,22.18,2274.0,1.3821,1991,2377.0
Ecuador,Plantains and others,21.91,2274.0,9.9852,1991,2377.0
Ecuador,Plantains and others,17.59,2274.0,9.9852,1991,2377.0
Ecuador,Plantains and others,22.18,2274.0,9.9852,1991,2377.0
Ecuador,Potatoes,21.91,2274.0,6.8405,1991,2377.0
Ecuador,Potatoes,17.59,2274.0,6.8405,1991,2377.0
Ecuador,Potatoes,22.18,2274.0,6.8405,1991,2377.0
Ecuador,"Rice, paddy",21.91,2274.0,2.6921,1991,2377.0
Ecuador,"Rice, paddy",17.59,2274.0,2.6921,1991,2377.0
Ecuador,"Rice, paddy",22.18,2274.0,2.6921,1991,2377.0
Ecuador,Sorghum,21.91,2274.0,1.5289,1991,2377.0
Ecuador,Sorghum,17.59,2274.0,1.5289,1991,2377.0
Ecuador,Sorghum,22.18,2274.0,1.5289,1991,2377.0
Ecuador,Soybeans,21.91,2274.0,1.6598,1991,2377.0
Ecuador,Soybeans,17.59,2274.0,1.6598,1991,2377.0
Ecuador,Soybeans,22.18,2274.0,1.6598,1991,2377.0
Ecuador,Sweet potatoes,21.91,2274.0,2.6571,1991,2377.0
Ecuador,Sweet potatoes,17.59,2274.0,2.6571,1991,2377.0
Ecuador,Sweet potatoes,22.18,2274.0,2.6571,1991,2377.0
Ecuador,Wheat,21.91,2274.0,0.5696,1991,2377.0
Ecuador,Wheat,17.59,2274.0,0.5696,1991,2377.0
Ecuador,Wheat,22.18,2274.0,0.5696,1991,2377.0
Ecuador,Cassava,21.94,2274.0,3.6875,1992,2012.0
Ecuador,Cassava,17.67,2274.0,3.6875,1992,2012.0
Ecuador,Cassava,22.19,2274.0,3.6875,1992,2012.0
Ecuador,Maize,21.94,2274.0,1.0416,1992,2012.0
Ecuador,Maize,17.67,2274.0,1.0416,1992,2012.0
Ecuador,Maize,22.19,2274.0,1.0416,1992,2012.0
Ecuador,Plantains and others,21.94,2274.0,10.1582,1992,2012.0
Ecuador,Plantains and others,17.67,2274.0,10.1582,1992,2012.0
Ecuador,Plantains and others,22.19,2274.0,10.1582,1992,2012.0
Ecuador,Potatoes,21.94,2274.0,7.7444,1992,2012.0
Ecuador,Potatoes,17.67,2274.0,7.7444,1992,2012.0
Ecuador,Potatoes,22.19,2274.0,7.7444,1992,2012.0
Ecuador,"Rice, paddy",21.94,2274.0,3.3254,1992,2012.0
Ecuador,"Rice, paddy",17.67,2274.0,3.3254,1992,2012.0
Ecuador,"Rice, paddy",22.19,2274.0,3.3254,1992,2012.0
Ecuador,Sorghum,21.94,2274.0,1.3955,1992,2012.0
Ecuador,Sorghum,17.67,2274.0,1.3955,1992,2012.0
Ecuador,Sorghum,22.19,2274.0,1.3955,1992,2012.0
Ecuador,Soybeans,21.94,2274.0,1.642,1992,2012.0
Ecuador,Soybeans,17.67,2274.0,1.642,1992,2012.0
Ecuador,Soybeans,22.19,2274.0,1.642,1992,2012.0
Ecuador,Sweet potatoes,21.94,2274.0,2.8667,1992,2012.0
Ecuador,Sweet potatoes,17.67,2274.0,2.8667,1992,2012.0
Ecuador,Sweet potatoes,22.19,2274.0,2.8667,1992,2012.0
Ecuador,Wheat,21.94,2274.0,0.5911,1992,2012.0
Ecuador,Wheat,17.67,2274.0,0.5911,1992,2012.0
Ecuador,Wheat,22.19,2274.0,0.5911,1992,2012.0
Ecuador,Cassava,21.86,2274.0,3.6265,1993,1844.0
Ecuador,Cassava,17.42,2274.0,3.6265,1993,1844.0
Ecuador,Cassava,22.15,2274.0,3.6265,1993,1844.0
Ecuador,Maize,21.86,2274.0,1.1442,1993,1844.0
Ecuador,Maize,17.42,2274.0,1.1442,1993,1844.0
Ecuador,Maize,22.15,2274.0,1.1442,1993,1844.0
Ecuador,Plantains and others,21.86,2274.0,9.3053,1993,1844.0
Ecuador,Plantains and others,17.42,2274.0,9.3053,1993,1844.0
Ecuador,Plantains and others,22.15,2274.0,9.3053,1993,1844.0
Ecuador,Potatoes,21.86,2274.0,7.4694,1993,1844.0
Ecuador,Potatoes,17.42,2274.0,7.4694,1993,1844.0
Ecuador,Potatoes,22.15,2274.0,7.4694,1993,1844.0
Ecuador,"Rice, paddy",21.86,2274.0,3.4804,1993,1844.0
Ecuador,"Rice, paddy",17.42,2274.0,3.4804,1993,1844.0
Ecuador,"Rice, paddy",22.15,2274.0,3.4804,1993,1844.0
Ecuador,Sorghum,21.86,2274.0,1.2949,1993,1844.0
Ecuador,Sorghum,17.42,2274.0,1.2949,1993,1844.0
Ecuador,Sorghum,22.15,2274.0,1.2949,1993,1844.0
Ecuador,Soybeans,21.86,2274.0,1.7613,1993,1844.0
Ecuador,Soybeans,17.42,2274.0,1.7613,1993,1844.0
Ecuador,Soybeans,22.15,2274.0,1.7613,1993,1844.0
Ecuador,Sweet potatoes,21.86,2274.0,3.6276,1993,1844.0
Ecuador,Sweet potatoes,17.42,2274.0,3.6276,1993,1844.0
Ecuador,Sweet potatoes,22.15,2274.0,3.6276,1993,1844.0
Ecuador,Wheat,21.86,2274.0,0.6711,1993,1844.0
Ecuador,Wheat,17.42,2274.0,0.6711,1993,1844.0
Ecuador,Wheat,22.15,2274.0,0.6711,1993,1844.0
Ecuador,Cassava,21.46,2274.0,4.087,1994,2670.0
Ecuador,Cassava,17.4,2274.0,4.087,1994,2670.0
Ecuador,Cassava,21.8,2274.0,4.087,1994,2670.0
Ecuador,Maize,21.46,2274.0,1.1208,1994,2670.0
Ecuador,Maize,17.4,2274.0,1.1208,1994,2670.0
Ecuador,Maize,21.8,2274.0,1.1208,1994,2670.0
Ecuador,Plantains and others,21.46,2274.0,10.369,1994,2670.0
Ecuador,Plantains and others,17.4,2274.0,10.369,1994,2670.0
Ecuador,Plantains and others,21.8,2274.0,10.369,1994,2670.0
Ecuador,Potatoes,21.46,2274.0,8.1368,1994,2670.0
Ecuador,Potatoes,17.4,2274.0,8.1368,1994,2670.0
Ecuador,Potatoes,21.8,2274.0,8.1368,1994,2670.0
Ecuador,"Rice, paddy",21.46,2274.0,3.7385,1994,2670.0
Ecuador,"Rice, paddy",17.4,2274.0,3.7385,1994,2670.0
Ecuador,"Rice, paddy",21.8,2274.0,3.7385,1994,2670.0
Ecuador,Sorghum,21.46,2274.0,0.8923,1994,2670.0
Ecuador,Sorghum,17.4,2274.0,0.8923,1994,2670.0
Ecuador,Sorghum,21.8,2274.0,0.8923,1994,2670.0
Ecuador,Soybeans,21.46,2274.0,2.152,1994,2670.0
Ecuador,Soybeans,17.4,2274.0,2.152,1994,2670.0
Ecuador,Soybeans,21.8,2274.0,2.152,1994,2670.0
Ecuador,Sweet potatoes,21.46,2274.0,4.8971,1994,2670.0
Ecuador,Sweet potatoes,17.4,2274.0,4.8971,1994,2670.0
Ecuador,Sweet potatoes,21.8,2274.0,4.8971,1994,2670.0
Ecuador,Wheat,21.46,2274.0,0.6162,1994,2670.0
Ecuador,Wheat,17.4,2274.0,0.6162,1994,2670.0
Ecuador,Wheat,21.8,2274.0,0.6162,1994,2670.0
Ecuador,Cassava,21.96,2274.0,3.6456,1995,2658.0
Ecuador,Cassava,17.7,2274.0,3.6456,1995,2658.0
Ecuador,Cassava,22.19,2274.0,3.6456,1995,2658.0
Ecuador,Maize,21.96,2274.0,1.1551,1995,2658.0
Ecuador,Maize,17.7,2274.0,1.1551,1995,2658.0
Ecuador,Maize,22.19,2274.0,1.1551,1995,2658.0
Ecuador,Plantains and others,21.96,2274.0,8.2605,1995,2658.0
Ecuador,Plantains and others,17.7,2274.0,8.2605,1995,2658.0
Ecuador,Plantains and others,22.19,2274.0,8.2605,1995,2658.0
Ecuador,Potatoes,21.96,2274.0,7.1719,1995,2658.0
Ecuador,Potatoes,17.7,2274.0,7.1719,1995,2658.0
Ecuador,Potatoes,22.19,2274.0,7.1719,1995,2658.0
Ecuador,"Rice, paddy",21.96,2274.0,3.2622,1995,2658.0
Ecuador,"Rice, paddy",17.7,2274.0,3.2622,1995,2658.0
Ecuador,"Rice, paddy",22.19,2274.0,3.2622,1995,2658.0
Ecuador,Sorghum,21.96,2274.0,1.2067,1995,2658.0
Ecuador,Sorghum,17.7,2274.0,1.2067,1995,2658.0
Ecuador,Sorghum,22.19,2274.0,1.2067,1995,2658.0
Ecuador,Soybeans,21.96,2274.0,1.0939,1995,2658.0
Ecuador,Soybeans,17.7,2274.0,1.0939,1995,2658.0
Ecuador,Soybeans,22.19,2274.0,1.0939,1995,2658.0
Ecuador,Sweet potatoes,21.96,2274.0,3.5269,1995,2658.0
Ecuador,Sweet potatoes,17.7,2274.0,3.5269,1995,2658.0
Ecuador,Sweet potatoes,22.19,2274.0,3.5269,1995,2658.0
Ecuador,Wheat,21.96,2274.0,0.6951,1995,2658.0
Ecuador,Wheat,17.7,2274.0,0.6951,1995,2658.0
Ecuador,Wheat,22.19,2274.0,0.6951,1995,2658.0
Ecuador,Cassava,21.34,2274.0,3.7845,1996,2407.0
Ecuador,Cassava,17.23,2274.0,3.7845,1996,2407.0
Ecuador,Cassava,21.69,2274.0,3.7845,1996,2407.0
Ecuador,Maize,21.34,2274.0,1.1425,1996,2407.0
Ecuador,Maize,17.23,2274.0,1.1425,1996,2407.0
Ecuador,Maize,21.69,2274.0,1.1425,1996,2407.0
Ecuador,Plantains and others,21.34,2274.0,8.8953,1996,2407.0
Ecuador,Plantains and others,17.23,2274.0,8.8953,1996,2407.0
Ecuador,Plantains and others,21.69,2274.0,8.8953,1996,2407.0
Ecuador,Potatoes,21.34,2274.0,8.4913,1996,2407.0
Ecuador,Potatoes,17.23,2274.0,8.4913,1996,2407.0
Ecuador,Potatoes,21.69,2274.0,8.4913,1996,2407.0
Ecuador,"Rice, paddy",21.34,2274.0,3.562,1996,2407.0
Ecuador,"Rice, paddy",17.23,2274.0,3.562,1996,2407.0
Ecuador,"Rice, paddy",21.69,2274.0,3.562,1996,2407.0
Ecuador,Sorghum,21.34,2274.0,1.1725,1996,2407.0
Ecuador,Sorghum,17.23,2274.0,1.1725,1996,2407.0
Ecuador,Sorghum,21.69,2274.0,1.1725,1996,2407.0
Ecuador,Soybeans,21.34,2274.0,1.26,1996,2407.0
Ecuador,Soybeans,17.23,2274.0,1.26,1996,2407.0
Ecuador,Soybeans,21.69,2274.0,1.26,1996,2407.0
Ecuador,Sweet potatoes,21.34,2274.0,3.6429,1996,2407.0
Ecuador,Sweet potatoes,17.23,2274.0,3.6429,1996,2407.0
Ecuador,Sweet potatoes,21.69,2274.0,3.6429,1996,2407.0
Ecuador,Wheat,21.34,2274.0,0.6176,1996,2407.0
Ecuador,Wheat,17.23,2274.0,0.6176,1996,2407.0
Ecuador,Wheat,21.69,2274.0,0.6176,1996,2407.0
Ecuador,Cassava,22.88,2274.0,3.7578,1997,7612.0
Ecuador,Cassava,17.82,2274.0,3.7578,1997,7612.0
Ecuador,Cassava,23.0,2274.0,3.7578,1997,7612.0
Ecuador,Maize,22.88,2274.0,1.1482,1997,7612.0
Ecuador,Maize,17.82,2274.0,1.1482,1997,7612.0
Ecuador,Maize,23.0,2274.0,1.1482,1997,7612.0
Ecuador,Plantains and others,22.88,2274.0,8.3753,1997,7612.0
Ecuador,Plantains and others,17.82,2274.0,8.3753,1997,7612.0
Ecuador,Plantains and others,23.0,2274.0,8.3753,1997,7612.0
Ecuador,Potatoes,22.88,2274.0,8.9626,1997,7612.0
Ecuador,Potatoes,17.82,2274.0,8.9626,1997,7612.0
Ecuador,Potatoes,23.0,2274.0,8.9626,1997,7612.0
Ecuador,"Rice, paddy",22.88,2274.0,3.5876,1997,7612.0
Ecuador,"Rice, paddy",17.82,2274.0,3.5876,1997,7612.0
Ecuador,"Rice, paddy",23.0,2274.0,3.5876,1997,7612.0
Ecuador,Sorghum,22.88,2274.0,1.7111,1997,7612.0
Ecuador,Sorghum,17.82,2274.0,1.7111,1997,7612.0
Ecuador,Sorghum,23.0,2274.0,1.7111,1997,7612.0
Ecuador,Soybeans,22.88,2274.0,1.1365,1997,7612.0
Ecuador,Soybeans,17.82,2274.0,1.1365,1997,7612.0
Ecuador,Soybeans,23.0,2274.0,1.1365,1997,7612.0
Ecuador,Sweet potatoes,22.88,2274.0,3.875,1997,7612.0
Ecuador,Sweet potatoes,17.82,2274.0,3.875,1997,7612.0
Ecuador,Sweet potatoes,23.0,2274.0,3.875,1997,7612.0
Ecuador,Wheat,22.88,2274.0,0.5976,1997,7612.0
Ecuador,Wheat,17.82,2274.0,0.5976,1997,7612.0
Ecuador,Wheat,23.0,2274.0,0.5976,1997,7612.0
Ecuador,Cassava,22.59,2274.0,4.9242,1998,21500.0
Ecuador,Cassava,18.12,2274.0,4.9242,1998,21500.0
Ecuador,Cassava,22.72,2274.0,4.9242,1998,21500.0
Ecuador,Maize,22.59,2274.0,1.0743,1998,21500.0
Ecuador,Maize,18.12,2274.0,1.0743,1998,21500.0
Ecuador,Maize,22.72,2274.0,1.0743,1998,21500.0
Ecuador,Plantains and others,22.59,2274.0,9.3279,1998,21500.0
Ecuador,Plantains and others,18.12,2274.0,9.3279,1998,21500.0
Ecuador,Plantains and others,22.72,2274.0,9.3279,1998,21500.0
